Date,Revenue,Type
2022-12-15,2582.86,Actual
2021-01-13,30393.41,Actual
2019-06-12,22148.58,Actual
2022-04-27,41208.58,Actual
2023-08-19,28304.45,Actual
2021-02-11,27703.84,Actual
2020-08-17,48116.42,Actual
2021-09-23,3904.17,Actual
2020-11-05,38900.56,Actual
2022-10-25,42907.27,Actual
2022-12-15,12024.69,Actual
2023-08-30,44823.76,Actual
2021-09-14,38956.93,Actual
2021-07-08,32310.14,Actual
2021-03-22,48534.36,Actual
2020-02-12,5158.44,Actual
2023-11-06,10514.28,Actual
2019-10-18,26937.58,Actual
2021-01-25,38438.81,Actual
2022-11-04,18182.68,Actual
2021-06-16,2715.4,Actual
2023-10-29,10861.13,Actual
2020-10-02,4063.62,Actual
2020-09-06,12366.2,Actual
2019-05-28,44692.15,Actual
2023-04-20,3539.15,Actual
2023-01-04,49612.6,Actual
2019-02-23,13909.49,Actual
2021-07-08,11254.79,Actual
2022-11-13,34225.65,Actual
2019-02-11,1339.73,Actual
2021-08-11,3187.08,Actual
2021-02-01,838.76,Actual
2022-07-10,4340.03,Actual
2022-08-25,33374.29,Actual
2021-01-20,16418.56,Actual
2023-08-29,41803.53,Actual
2020-09-21,39314.31,Actual
2020-09-04,1153.5,Actual
2020-03-15,44139.9,Actual
2022-03-17,32097.39,Actual
2022-04-27,13643.82,Actual
2022-02-07,17706.37,Actual
2020-01-01,32808.16,Actual
2019-10-03,17395.69,Actual
2021-06-13,4538.74,Actual
2023-10-25,17702.83,Actual
2023-09-10,2634.71,Actual
2023-11-19,3195.55,Actual
2022-11-16,22815.03,Actual
2019-12-05,23974.02,Actual
2020-03-06,15555.27,Actual
2019-06-16,19223.5,Actual
2020-10-31,24426.15,Actual
2020-05-17,6331.67,Actual
2019-10-19,7984.66,Actual
2019-12-08,42600.96,Actual
2023-10-31,21549.05,Actual
2020-09-03,45294.24,Actual
2021-04-10,12363.06,Actual
2022-01-31,33512.48,Actual
2019-01-05,34550.94,Actual
2023-12-25,31887.85,Actual
2022-01-29,17585.53,Actual
2023-12-08,17679.84,Actual
2022-04-04,15300.16,Actual
2022-11-02,14192.22,Actual
2023-01-12,25608.35,Actual
2022-12-17,47025.79,Actual
2019-08-15,30864.04,Actual
2019-08-01,27501.09,Actual
2019-01-10,28345.04,Actual
2023-04-03,49786.7,Actual
2023-08-10,14152.89,Actual
2021-11-04,45862.31,Actual
2020-06-12,39383.42,Actual
2020-05-09,4256.59,Actual
2021-02-20,10814.52,Actual
2022-04-02,46727.61,Actual
2021-12-13,23177.35,Actual
2022-04-27,6087.19,Actual
2022-06-07,16241.69,Actual
2021-06-15,20033.11,Actual
2019-08-22,38057.58,Actual
2020-04-20,28237.65,Actual
2020-09-29,39441.11,Actual
2023-04-13,45256.35,Actual
2021-05-07,32828.04,Actual
2023-09-01,32800.18,Actual
2023-03-27,26041.26,Actual
2020-03-08,39055.59,Actual
2019-08-09,10080.08,Actual
2021-02-25,40581.76,Actual
2020-10-20,43356.99,Actual
2021-08-06,32647.95,Actual
2020-01-13,42446.56,Actual
2020-05-24,30710.24,Actual
2020-09-27,42326.13,Actual
2023-01-21,28146.67,Actual
2019-09-19,45880.77,Actual
2022-05-27,14794.38,Actual
2023-06-13,29060.09,Actual
2021-09-16,22761.23,Actual
2020-09-27,20697.1,Actual
2020-10-13,14347.04,Actual
2022-09-25,10647.78,Actual
2020-05-31,19927.7,Actual
2022-12-18,39414.08,Actual
2022-12-01,46889.62,Actual
2021-11-03,48166.57,Actual
2021-09-07,8201.28,Actual
2021-05-28,6475.45,Actual
2023-08-17,21793.69,Actual
2023-06-29,23402.4,Actual
2021-03-16,35997.37,Actual
2021-09-19,7983.88,Actual
2019-03-18,34764.99,Actual
2019-03-30,15532.88,Actual
2023-08-10,1114.77,Actual
2020-03-07,44611.19,Actual
2020-08-20,9089.72,Actual
2019-02-08,14093.17,Actual
2021-03-02,13121.9,Actual
2022-12-16,37771.24,Actual
2023-01-25,4686.15,Actual
2020-04-16,18289.59,Actual
2023-06-26,38513.23,Actual
2021-01-15,21428.69,Actual
2019-02-01,24663.72,Actual
2021-04-18,26997.6,Actual
2019-03-18,38452.15,Actual
2023-11-29,18801.34,Actual
2022-06-21,26226.59,Actual
2021-02-03,24316.06,Actual
2022-11-12,35962.61,Actual
2023-02-09,43897.61,Actual
2019-01-15,20275.88,Actual
2023-09-07,23178.21,Actual
2022-12-21,36272.08,Actual
2021-08-21,1358.93,Actual
2022-10-18,8653.92,Actual
2022-09-09,18390.27,Actual
2022-04-13,8102.33,Actual
2022-03-03,22576.36,Actual
2020-12-23,25089.23,Actual
2023-12-10,17050.87,Actual
2022-08-20,2695.63,Actual
2023-09-03,38550.95,Actual
2019-12-15,42477.45,Actual
2020-12-07,28897.94,Actual
2023-07-23,27869.32,Actual
2020-11-11,708.51,Actual
2020-07-31,11734.66,Actual
2022-03-12,21574.53,Actual
2021-05-22,8886.35,Actual
2020-02-29,41752.11,Actual
2021-12-08,46841.86,Actual
2021-05-03,24528.48,Actual
2022-11-27,14919.34,Actual
2020-11-09,11343.04,Actual
2021-11-27,31649.48,Actual
2022-11-25,45307.2,Actual
2021-06-17,22123.98,Actual
2021-10-05,33906.45,Actual
2019-06-07,19497.16,Actual
2021-08-19,27065.87,Actual
2022-12-01,18807.72,Actual
2021-01-22,26389.22,Actual
2020-10-25,36737.32,Actual
2022-01-25,9122.21,Actual
2023-10-28,26159.98,Actual
2019-08-04,11284.61,Actual
2020-03-26,30552.31,Actual
2020-06-06,25424.09,Actual
2022-08-19,10695.19,Actual
2023-08-04,37987.81,Actual
2022-04-22,48852.94,Actual
2019-08-02,38407.41,Actual
2019-04-20,22616.22,Actual
2019-01-07,32289.04,Actual
2020-06-27,39561.4,Actual
2019-11-28,33673.12,Actual
2021-07-30,49959.14,Actual
2019-02-16,25190.64,Actual
2019-01-22,43511.86,Actual
2023-06-17,27764.08,Actual
2020-11-19,24337.62,Actual
2023-06-04,34182.02,Actual
2020-05-03,3492.84,Actual
2020-12-12,41911.75,Actual
2019-03-14,28536.1,Actual
2022-10-31,8119.73,Actual
2022-03-18,46982.38,Actual
2019-01-01,38210.17,Actual
2020-07-26,43857.79,Actual
2019-04-20,49358.09,Actual
2021-04-23,48098.3,Actual
2021-07-05,34936.9,Actual
2019-09-15,12760.55,Actual
2019-12-09,11761.8,Actual
2021-10-05,33278.0,Actual
2020-01-14,40346.88,Actual
2022-07-25,8225.96,Actual
2021-12-28,1354.74,Actual
2023-03-18,17306.79,Actual
2019-04-05,26889.82,Actual
2021-01-20,7362.87,Actual
2023-06-25,32777.45,Actual
2022-10-28,930.14,Actual
2020-03-30,7707.79,Actual
2019-01-09,34281.81,Actual
2020-10-25,10909.16,Actual
2020-07-01,12996.73,Actual
2023-12-02,4687.81,Actual
2021-04-17,9937.79,Actual
2022-02-08,42294.73,Actual
2022-10-07,40302.88,Actual
2022-04-17,1842.94,Actual
2023-11-22,25686.75,Actual
2022-02-27,12310.2,Actual
2023-07-25,49902.18,Actual
2021-08-07,21429.07,Actual
2023-04-20,46048.47,Actual
2021-03-30,8769.35,Actual
2023-05-14,10409.61,Actual
2023-08-29,34100.16,Actual
2022-06-19,37062.18,Actual
2021-07-17,24877.39,Actual
2023-12-02,36818.31,Actual
2022-10-20,14365.35,Actual
2019-05-16,37259.3,Actual
2023-10-31,30176.89,Actual
2021-05-15,28130.06,Actual
2021-01-16,41890.85,Actual
2020-07-10,19302.89,Actual
2019-08-06,2452.87,Actual
2023-03-20,716.27,Actual
2021-01-01,11430.62,Actual
2019-11-28,47441.36,Actual
2020-12-26,19427.55,Actual
2022-04-05,12016.14,Actual
2022-09-20,7188.94,Actual
2021-05-10,16953.86,Actual
2022-04-08,16861.75,Actual
2023-05-02,1304.66,Actual
2021-08-02,20275.52,Actual
2023-07-14,11255.01,Actual
2022-07-28,30339.11,Actual
2023-10-08,6565.85,Actual
2021-01-08,41738.26,Actual
2023-11-02,5610.9,Actual
2019-10-10,45306.11,Actual
2020-07-18,9788.47,Actual
2021-07-26,42210.06,Actual
2022-05-05,48516.32,Actual
2021-04-06,302.23,Actual
2022-05-29,32137.28,Actual
2023-11-15,23047.24,Actual
2022-03-24,18345.83,Actual
2021-07-09,20151.87,Actual
2019-12-30,46635.48,Actual
2022-08-30,27405.23,Actual
2021-09-18,24378.62,Actual
2023-03-15,30024.22,Actual
2020-06-10,28038.37,Actual
2022-04-25,22201.35,Actual
2019-10-25,22289.33,Actual
2021-10-06,45758.62,Actual
2021-06-02,7789.99,Actual
2021-08-02,1190.84,Actual
2023-05-20,4335.44,Actual
2022-07-07,44201.79,Actual
2023-02-16,26339.2,Actual
2023-07-18,19698.0,Actual
2023-04-22,15770.06,Actual
2019-10-17,26786.72,Actual
2019-09-19,25561.98,Actual
2022-02-04,45189.41,Actual
2022-11-25,24387.53,Actual
2023-11-03,1438.72,Actual
2019-11-10,40559.68,Actual
2023-05-15,4818.15,Actual
2021-10-23,48955.73,Actual
2020-05-30,19598.03,Actual
2020-10-25,3830.97,Actual
2023-02-23,6598.04,Actual
2023-12-27,40828.29,Actual
2021-03-19,47522.97,Actual
2020-07-15,9929.39,Actual
2022-02-07,4607.38,Actual
2023-05-23,30355.61,Actual
2021-05-12,46696.7,Actual
2019-01-29,44532.71,Actual
2022-05-08,41014.23,Actual
2023-05-21,32602.86,Actual
2020-06-25,16309.88,Actual
2022-05-31,30477.95,Actual
2022-05-03,27023.49,Actual
2023-09-20,27212.44,Actual
2022-07-30,7457.94,Actual
2020-08-20,30377.41,Actual
2022-03-20,11966.83,Actual
2023-12-16,12629.08,Actual
2019-05-10,44571.85,Actual
2022-07-21,48108.4,Actual
2021-02-02,40796.14,Actual
2020-06-29,49616.91,Actual
2020-12-26,30826.4,Actual
2023-10-07,31107.01,Actual
2019-04-01,24311.74,Actual
2021-08-22,506.19,Actual
2020-03-09,42756.99,Actual
2020-05-21,43794.58,Actual
2023-06-08,13679.38,Actual
2020-12-21,40782.47,Actual
2021-07-02,10172.44,Actual
2021-02-13,41796.2,Actual
2023-10-16,18657.54,Actual
2023-07-21,37191.29,Actual
2020-10-19,1186.82,Actual
2021-07-17,19307.34,Actual
2021-03-16,41117.08,Actual
2019-05-15,49796.59,Actual
2023-05-07,18441.16,Actual
2021-07-20,36632.83,Actual
2022-06-21,39713.65,Actual
2019-03-28,44852.71,Actual
2020-02-15,7170.31,Actual
2023-09-25,40102.4,Actual
2021-01-01,32323.12,Actual
2020-10-24,12348.07,Actual
2022-09-05,42621.97,Actual
2019-12-03,26599.78,Actual
2019-02-25,2381.29,Actual
2022-04-24,31417.78,Actual
2021-04-10,16563.23,Actual
2023-12-20,30313.92,Actual
2019-01-05,36185.55,Actual
2019-10-10,42748.08,Actual
2019-11-14,42607.96,Actual
2021-01-10,2457.22,Actual
2022-03-05,44302.16,Actual
2019-01-21,34624.45,Actual
2022-03-10,22619.0,Actual
2020-10-26,40442.26,Actual
2019-04-11,33155.1,Actual
2023-06-12,11412.02,Actual
2021-08-03,26123.32,Actual
2022-09-06,14603.55,Actual
2023-07-30,27821.64,Actual
2019-03-10,35330.13,Actual
2021-12-19,17873.35,Actual
2019-05-18,44259.48,Actual
2020-05-25,3546.27,Actual
2020-02-18,49255.89,Actual
2020-03-19,1338.31,Actual
2023-02-11,18707.35,Actual
2022-01-17,37430.14,Actual
2021-11-16,27546.52,Actual
2021-10-26,6360.53,Actual
2022-08-09,26499.22,Actual
2023-10-26,40957.8,Actual
2023-11-16,22856.62,Actual
2021-02-05,685.8,Actual
2020-05-21,18668.53,Actual
2023-03-27,28408.51,Actual
2020-04-22,27500.33,Actual
2022-10-22,8233.02,Actual
2021-01-29,34173.18,Actual
2021-12-12,40720.72,Actual
2022-10-05,15487.86,Actual
2021-12-30,32766.4,Actual
2020-07-08,42221.12,Actual
2020-05-01,36328.3,Actual
2022-12-22,8607.4,Actual
2021-05-11,38227.17,Actual
2022-02-19,26477.98,Actual
2020-11-11,49404.45,Actual
2020-12-13,37104.84,Actual
2021-08-07,18543.52,Actual
2021-01-28,23051.92,Actual
2019-06-14,21854.64,Actual
2022-09-13,9941.38,Actual
2019-11-11,22263.73,Actual
2021-06-16,48229.1,Actual
2020-10-18,43777.81,Actual
2019-05-18,6155.09,Actual
2021-06-02,1042.52,Actual
2023-12-20,49171.0,Actual
2020-01-03,9982.07,Actual
2022-06-30,8051.55,Actual
2022-06-12,30615.27,Actual
2022-05-02,9480.93,Actual
2023-07-15,1869.94,Actual
2022-05-22,33149.84,Actual
2019-04-07,492.38,Actual
2019-03-27,18255.22,Actual
2023-08-08,30548.33,Actual
2022-03-16,47985.35,Actual
2022-11-03,42358.7,Actual
2019-08-15,4725.12,Actual
2019-04-20,33607.04,Actual
2021-08-09,20035.85,Actual
2021-05-26,29173.29,Actual
2019-03-10,30270.0,Actual
2022-12-24,5956.49,Actual
2021-01-22,28384.46,Actual
2023-12-26,13061.88,Actual
2019-11-11,6156.57,Actual
2021-01-09,9271.26,Actual
2020-03-17,24538.85,Actual
2021-10-12,35641.21,Actual
2021-03-23,4301.41,Actual
2019-07-16,28607.17,Actual
2022-03-01,38283.86,Actual
2020-08-17,47665.34,Actual
2023-07-14,47708.32,Actual
2020-12-15,23375.59,Actual
2019-03-27,25072.81,Actual
2021-09-28,27214.58,Actual
2021-04-04,21672.93,Actual
2021-08-27,14057.63,Actual
2023-05-11,16976.02,Actual
2023-03-11,22009.41,Actual
2021-11-18,5337.81,Actual
2020-07-15,16079.38,Actual
2019-08-18,29428.45,Actual
2023-09-06,22903.63,Actual
2021-11-11,42114.65,Actual
2020-09-01,33391.89,Actual
2021-06-16,37312.92,Actual
2022-06-11,23705.24,Actual
2021-05-22,17965.88,Actual
2023-08-06,47990.17,Actual
2020-01-03,20560.64,Actual
2019-12-19,39094.03,Actual
2022-09-17,35240.71,Actual
2023-05-21,17006.23,Actual
2019-09-21,36838.75,Actual
2019-03-09,43967.24,Actual
2020-09-28,26998.04,Actual
2020-10-12,26746.82,Actual
2021-08-23,22965.45,Actual
2021-01-13,12767.58,Actual
2019-10-18,12378.43,Actual
2020-10-17,41362.22,Actual
2023-06-09,25712.17,Actual
2023-05-12,25385.46,Actual
2019-05-13,44601.76,Actual
2020-02-28,34097.28,Actual
2022-12-05,13867.88,Actual
2022-04-01,15146.6,Actual
2023-03-23,21588.95,Actual
2023-12-13,39431.53,Actual
2020-06-25,46713.27,Actual
2021-01-04,14860.1,Actual
2020-05-16,46583.28,Actual
2019-06-16,24276.95,Actual
2022-04-12,18149.84,Actual
2022-03-21,9039.5,Actual
2019-03-11,35767.58,Actual
2019-12-31,30417.25,Actual
2023-11-17,33821.94,Actual
2022-04-06,8328.76,Actual
2021-06-13,8851.84,Actual
2020-05-02,21414.23,Actual
2021-04-26,24102.9,Actual
2020-01-14,26528.57,Actual
2021-02-04,37869.43,Actual
2020-12-24,1258.4,Actual
2020-06-10,6750.33,Actual
2022-09-16,4144.55,Actual
2023-05-15,38971.48,Actual
2019-09-09,922.51,Actual
2022-06-04,47643.75,Actual
2022-08-20,9758.6,Actual
2021-05-24,26878.64,Actual
2021-06-21,31655.28,Actual
2021-02-20,14224.33,Actual
2020-03-12,9648.02,Actual
2019-02-14,10739.23,Actual
2021-11-03,2432.89,Actual
2020-10-13,45494.74,Actual
2022-10-29,38835.41,Actual
2022-12-13,14682.45,Actual
2020-04-09,32001.23,Actual
2023-06-03,41057.8,Actual
2020-04-12,43765.66,Actual
2023-01-15,18373.87,Actual
2023-08-13,29898.05,Actual
2021-11-15,37271.59,Actual
2022-04-27,29427.48,Actual
2021-08-05,28589.02,Actual
2023-07-19,42259.06,Actual
2022-06-03,25688.84,Actual
2023-09-16,18425.84,Actual
2021-01-15,34229.4,Actual
2021-05-11,46994.89,Actual
2023-06-18,47718.1,Actual
2019-09-07,7305.04,Actual
2019-10-22,871.34,Actual
2019-06-10,20619.5,Actual
2022-06-29,26703.14,Actual
2021-06-04,4155.12,Actual
2021-04-26,19388.86,Actual
2020-02-22,40895.66,Actual
2022-06-25,32476.73,Actual
2019-07-31,31864.8,Actual
2021-10-12,21992.85,Actual
2023-07-07,8176.94,Actual
2019-08-22,6245.47,Actual
2019-01-25,24451.04,Actual
2019-04-14,11216.07,Actual
2023-05-02,30607.31,Actual
2021-01-10,31014.97,Actual
2021-08-17,42762.95,Actual
2019-03-28,12879.1,Actual
2023-10-22,46023.31,Actual
2021-11-10,35180.3,Actual
2019-03-21,30287.7,Actual
2019-05-08,27648.83,Actual
2020-10-01,6725.95,Actual
2022-12-23,22105.83,Actual
2022-02-06,34761.24,Actual
2020-04-20,6305.48,Actual
2020-01-06,20717.84,Actual
2023-11-04,34270.92,Actual
2020-02-16,12515.97,Actual
2022-05-22,6098.55,Actual
2023-04-23,6937.84,Actual
2020-07-26,15917.06,Actual
2022-11-17,1574.16,Actual
2020-03-20,32065.12,Actual
2022-02-22,37112.16,Actual
2019-05-26,11119.8,Actual
2019-01-22,41896.57,Actual
2019-03-03,9227.61,Actual
2021-01-09,45478.34,Actual
2020-08-15,13112.81,Actual
2020-03-11,20392.88,Actual
2020-06-06,1374.96,Actual
2019-08-08,37978.63,Actual
2023-04-29,41322.85,Actual
2020-04-10,4332.48,Actual
2022-01-25,30696.04,Actual
2023-09-10,13412.52,Actual
2019-10-29,16934.79,Actual
2020-08-13,6948.08,Actual
2020-06-09,25060.82,Actual
2021-06-12,22043.55,Actual
2021-01-22,38447.84,Actual
2021-10-03,36209.44,Actual
2023-12-27,12627.55,Actual
2022-07-03,6071.11,Actual
2019-03-19,12289.29,Actual
2023-11-28,6567.08,Actual
2021-08-03,37256.96,Actual
2023-04-09,44032.98,Actual
2020-08-22,7680.34,Actual
2019-01-06,15789.37,Actual
2021-11-08,47060.69,Actual
2019-04-30,28530.23,Actual
2023-04-23,37720.65,Actual
2022-09-26,32390.29,Actual
2020-04-04,39430.91,Actual
2021-03-12,657.16,Actual
2023-09-25,39080.3,Actual
2020-05-24,34099.0,Actual
2020-02-27,43643.72,Actual
2021-05-17,7851.71,Actual
2020-01-11,4303.02,Actual
2022-01-27,34187.32,Actual
2022-11-22,36872.41,Actual
2019-06-01,39060.9,Actual
2019-09-21,34223.51,Actual
2019-11-13,47117.57,Actual
2019-07-13,42774.37,Actual
2019-06-27,26786.45,Actual
2019-04-07,38825.51,Actual
2020-12-06,7490.8,Actual
2020-12-07,42051.93,Actual
2023-04-02,36759.43,Actual
2019-02-08,42976.38,Actual
2020-08-14,39407.01,Actual
2022-10-01,31011.99,Actual
2020-09-14,25437.33,Actual
2019-09-26,26216.48,Actual
2022-05-09,29529.19,Actual
2020-01-26,14852.97,Actual
2022-10-17,18449.23,Actual
2020-06-12,5185.45,Actual
2020-07-17,37806.03,Actual
2022-05-21,37933.83,Actual
2021-08-31,33477.77,Actual
2021-05-22,48590.88,Actual
2021-09-16,5480.03,Actual
2023-01-30,19748.7,Actual
2022-03-13,42502.28,Actual
2022-05-01,46646.4,Actual
2023-06-23,4367.74,Actual
2023-11-19,27554.35,Actual
2021-09-12,1539.29,Actual
2020-01-05,36839.22,Actual
2020-03-22,6237.78,Actual
2023-05-04,43168.77,Actual
2019-01-18,11426.58,Actual
2020-02-09,25934.66,Actual
2023-05-15,518.93,Actual
2020-12-02,32388.22,Actual
2019-09-05,32845.76,Actual
2022-02-27,27683.18,Actual
2021-09-04,10903.37,Actual
2020-05-06,46232.33,Actual
2023-12-28,5408.42,Actual
2019-10-28,29928.27,Actual
2023-02-25,47096.87,Actual
2023-01-08,2719.56,Actual
2022-09-27,34079.09,Actual
2020-03-15,8234.26,Actual
2023-04-12,23726.58,Actual
2023-08-25,24655.59,Actual
2019-12-28,24966.58,Actual
2019-01-28,28000.82,Actual
2020-01-03,35359.9,Actual
2021-08-22,16952.28,Actual
2023-01-23,42597.4,Actual
2020-03-23,28945.72,Actual
2023-04-04,43576.89,Actual
2023-08-03,31520.34,Actual
2022-08-17,9164.45,Actual
2023-10-20,47916.85,Actual
2019-07-05,8965.74,Actual
2023-02-28,42883.32,Actual
2022-07-29,20187.55,Actual
2022-10-31,41278.14,Actual
2021-05-09,45443.18,Actual
2023-10-25,35810.91,Actual
2019-12-09,15427.64,Actual
2019-05-02,48528.92,Actual
2022-06-17,38816.14,Actual
2022-01-13,29619.23,Actual
2019-06-29,27185.16,Actual
2019-07-01,20357.18,Actual
2023-03-29,42309.63,Actual
2023-12-31,36191.82,Actual
2019-10-23,30733.66,Actual
2023-10-15,6790.22,Actual
2023-06-18,8304.18,Actual
2023-12-18,37496.89,Actual
2020-07-11,37247.09,Actual
2022-07-26,9109.82,Actual
2021-07-19,48712.89,Actual
2023-06-06,48541.01,Actual
2019-08-26,30941.9,Actual
2020-08-04,35161.69,Actual
2021-08-08,7328.05,Actual
2019-07-24,17223.77,Actual
2020-07-18,37298.12,Actual
2020-12-18,11716.05,Actual
2023-12-31,21490.77,Actual
2021-06-27,5019.55,Actual
2022-12-12,18334.74,Actual
2020-04-25,32202.66,Actual
2021-03-11,9337.04,Actual
2021-11-02,25045.57,Actual
2019-09-27,49750.84,Actual
2023-08-02,13923.19,Actual
2020-09-01,19650.1,Actual
2019-06-05,36044.25,Actual
2023-11-06,8445.91,Actual
2021-08-09,13040.82,Actual
2020-06-01,35154.7,Actual
2020-06-10,12406.53,Actual
2020-04-03,23124.92,Actual
2020-01-25,26986.44,Actual
2021-02-04,34983.31,Actual
2019-05-09,15505.84,Actual
2019-01-19,9004.0,Actual
2023-02-17,15336.36,Actual
2022-05-27,48013.22,Actual
2023-05-22,22916.56,Actual
2023-10-04,19076.25,Actual
2022-03-30,19496.22,Actual
2019-06-16,37313.2,Actual
2022-08-05,859.27,Actual
2020-06-13,44818.72,Actual
2021-06-09,23906.25,Actual
2022-04-22,37969.8,Actual
2021-12-10,40285.83,Actual
2021-11-10,25908.34,Actual
2021-11-04,43474.06,Actual
2020-08-06,30276.15,Actual
2023-03-21,24322.27,Actual
2022-04-08,43913.37,Actual
2019-07-16,43508.29,Actual
2019-03-08,18629.24,Actual
2020-07-15,45254.06,Actual
2021-03-30,18970.02,Actual
2023-05-04,15115.01,Actual
2022-02-12,15758.38,Actual
2022-06-27,6633.79,Actual
2022-10-18,15787.28,Actual
2021-07-19,7973.08,Actual
2022-02-25,40005.7,Actual
2020-03-14,31994.84,Actual
2019-03-19,1518.29,Actual
2020-06-03,6610.43,Actual
2020-04-25,39337.16,Actual
2020-01-14,35966.33,Actual
2019-02-12,49882.38,Actual
2020-04-27,10445.45,Actual
2019-11-27,43671.96,Actual
2019-04-01,45589.13,Actual
2020-07-19,40771.42,Actual
2023-03-11,2339.84,Actual
2019-06-28,28229.25,Actual
2021-05-12,25045.81,Actual
2020-09-15,500.88,Actual
2020-01-12,36737.11,Actual
2022-03-02,40125.68,Actual
2020-06-26,22245.27,Actual
2022-08-16,20316.27,Actual
2022-07-02,22936.08,Actual
2020-07-29,44844.43,Actual
2023-01-06,29241.56,Actual
2020-01-11,27707.09,Actual
2019-01-11,43181.94,Actual
2020-12-06,222.94,Actual
2019-09-26,34514.58,Actual
2020-11-19,4358.96,Actual
2020-07-08,9294.34,Actual
2020-07-24,33745.77,Actual
2020-05-25,871.3,Actual
2023-09-17,15865.27,Actual
2022-06-08,26130.63,Actual
2020-10-14,1992.44,Actual
2019-04-21,36039.13,Actual
2022-04-05,4307.25,Actual
2022-06-14,24288.89,Actual
2020-09-17,15321.83,Actual
2023-10-31,41713.35,Actual
2020-09-12,39105.41,Actual
2020-05-12,4610.63,Actual
2021-03-21,6666.4,Actual
2022-10-04,20831.06,Actual
2019-10-27,25269.27,Actual
2023-02-20,15260.04,Actual
2021-08-18,42046.14,Actual
2022-12-01,5383.62,Actual
2019-08-08,22973.32,Actual
2020-03-12,569.0,Actual
2022-02-07,18392.45,Actual
2019-03-27,15004.43,Actual
2023-05-05,29804.84,Actual
2022-10-13,8840.32,Actual
2021-08-07,2287.59,Actual
2021-07-06,14241.42,Actual
2022-08-10,40086.77,Actual
2022-05-08,26489.17,Actual
2021-09-27,39078.93,Actual
2020-03-19,19036.34,Actual
2023-10-02,43160.39,Actual
2023-11-22,45183.59,Actual
2022-05-25,47928.88,Actual
2022-08-28,15033.6,Actual
2020-08-21,29749.55,Actual
2019-07-17,34796.89,Actual
2022-01-27,39159.37,Actual
2019-02-18,12068.23,Actual
2023-02-07,23245.13,Actual
2022-12-14,12186.15,Actual
2019-06-20,47518.09,Actual
2021-07-17,45158.28,Actual
2019-07-03,44051.84,Actual
2020-04-23,41326.25,Actual
2019-11-08,9289.52,Actual
2019-02-04,12208.25,Actual
2022-12-31,12890.81,Actual
2020-04-08,12571.98,Actual
2022-03-02,24651.04,Actual
2020-01-17,24885.08,Actual
2023-01-06,49785.27,Actual
2023-01-10,29566.97,Actual
2022-10-30,24949.78,Actual
2020-05-29,30289.87,Actual
2021-12-30,1020.47,Actual
2021-01-16,17690.45,Actual
2020-10-31,33777.2,Actual
2023-09-13,49163.92,Actual
2023-04-22,37028.16,Actual
2019-11-11,47536.67,Actual
2019-01-26,49369.47,Actual
2023-02-12,6535.14,Actual
2023-11-09,42351.42,Actual
2022-05-13,38080.55,Actual
2019-09-30,42816.51,Actual
2020-12-30,19449.73,Actual
2020-06-28,43638.5,Actual
2020-10-01,26680.1,Actual
2019-08-21,29344.34,Actual
2019-05-22,24972.07,Actual
2023-09-15,49179.85,Actual
2021-11-28,2927.03,Actual
2019-02-06,36202.38,Actual
2019-04-05,30125.99,Actual
2019-02-18,46391.94,Actual
2022-12-18,2361.06,Actual
2022-07-21,956.94,Actual
2020-05-22,35616.06,Actual
2019-05-27,5754.82,Actual
2023-04-09,3593.9,Actual
2020-08-09,14772.99,Actual
2023-03-03,40894.8,Actual
2023-07-28,1257.1,Actual
2020-09-11,36213.43,Actual
2019-06-23,12416.44,Actual
2021-03-03,31977.6,Actual
2019-10-27,36650.01,Actual
2021-05-07,23100.39,Actual
2020-05-13,9241.99,Actual
2019-12-08,16037.63,Actual
2021-04-16,30072.84,Actual
2023-09-15,47197.25,Actual
2023-05-17,35472.7,Actual
2019-06-20,47997.61,Actual
2023-08-19,5211.2,Actual
2020-04-19,49838.3,Actual
2019-08-12,14778.29,Actual
2019-10-22,35961.76,Actual
2021-06-13,30085.97,Actual
2022-09-16,15054.33,Actual
2019-07-21,34363.68,Actual
2020-12-29,12798.57,Actual
2019-09-01,23485.42,Actual
2021-03-20,11659.15,Actual
2022-10-19,14596.05,Actual
2023-06-21,4463.15,Actual
2021-09-01,19242.12,Actual
2020-02-17,20823.19,Actual
2023-12-31,7145.83,Actual
2021-01-03,4770.15,Actual
2019-06-10,38254.11,Actual
2021-12-18,17872.41,Actual
2023-04-09,4837.08,Actual
2022-09-16,22992.34,Actual
2019-07-07,38735.75,Actual
2023-06-02,12664.14,Actual
2019-07-27,1765.42,Actual
2020-05-30,29729.66,Actual
2021-12-09,27832.24,Actual
2019-11-12,6986.33,Actual
2021-10-23,49751.37,Actual
2019-10-02,24347.34,Actual
2019-02-26,30996.21,Actual
2019-06-16,5192.13,Actual
2022-03-10,45956.57,Actual
2021-05-03,23069.77,Actual
2022-10-30,3453.61,Actual
2021-02-12,38589.55,Actual
2019-09-18,4692.13,Actual
2022-08-12,11515.0,Actual
2021-05-08,35811.57,Actual
2023-03-30,37217.35,Actual
2023-10-03,14569.2,Actual
2023-01-17,34886.6,Actual
2021-09-03,39399.47,Actual
2022-06-21,25026.58,Actual
2020-02-13,5376.93,Actual
2022-12-19,29664.95,Actual
2023-05-08,3995.66,Actual
2019-06-28,26233.51,Actual
2022-02-14,41156.52,Actual
2021-04-15,14701.04,Actual
2022-12-07,48097.47,Actual
2022-07-30,31431.88,Actual
