ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15-11-2021,1350976.95,1100833.253,1615564.24,1350976.95,1350976.95,8823.290104,8823.290104,8823.290104,23730.6029,23730.6029,23730.6029,-14907.31279,-14907.31279,-14907.31279,0,0,0,1359800.24
16-11-2021,1350962.725,1053890.193,1581447.535,1350962.725,1350962.725,-32342.13916,-32342.13916,-32342.13916,-9889.707126,-9889.707126,-9889.707126,-22452.43204,-22452.43204,-22452.43204,0,0,0,1318620.586
17-11-2021,1350948.501,1033872.054,1587258.844,1350948.501,1350948.501,-27917.61988,-27917.61988,-27917.61988,2216.315886,2216.315886,2216.315886,-30133.93576,-30133.93576,-30133.93576,0,0,0,1323030.881
18-11-2021,1350934.276,1069158.89,1574324.021,1350934.276,1350934.276,-39886.16341,-39886.16341,-39886.16341,-2083.262178,-2083.262178,-2083.262178,-37802.90123,-37802.90123,-37802.90123,0,0,0,1311048.112
19-11-2021,1350920.051,1024156.616,1567667.673,1350920.051,1350920.051,-45599.6103,-45599.6103,-45599.6103,-292.1125006,-292.1125006,-292.1125006,-45307.4978,-45307.4978,-45307.4978,0,0,0,1305320.441
20-11-2021,1350905.826,1011803.47,1531702.32,1350905.826,1350905.826,-64484.79839,-64484.79839,-64484.79839,-11988.13793,-11988.13793,-11988.13793,-52496.66046,-52496.66046,-52496.66046,0,0,0,1286421.028
21-11-2021,1350891.602,1003353.441,1564424.294,1350891.602,1350891.602,-60917.43051,-60917.43051,-60917.43051,-1693.699043,-1693.699043,-1693.699043,-59223.73147,-59223.73147,-59223.73147,0,0,0,1289974.171
22-11-2021,1350877.377,1056449.508,1572470.103,1350877.377,1350877.377,-41619.37355,-41619.37355,-41619.37355,23730.6029,23730.6029,23730.6029,-65349.97644,-65349.97644,-65349.97644,0,0,0,1309258.003
23-11-2021,1350863.152,1022013.75,1521063.324,1350863.152,1350863.152,-80637.59273,-80637.59273,-80637.59273,-9889.707126,-9889.707126,-9889.707126,-70747.88561,-70747.88561,-70747.88561,0,0,0,1270225.559
24-11-2021,1350848.927,1009812.509,1548603.7,1350848.927,1350848.927,-73087.86168,-73087.86168,-73087.86168,2216.315886,2216.315886,2216.315886,-75304.17756,-75304.17756,-75304.17756,0,0,0,1277761.065
25-11-2021,1350834.702,1002810.987,1545609.936,1350834.702,1350834.702,-81005.6938,-81005.6938,-81005.6938,-2083.262178,-2083.262178,-2083.262178,-78922.43162,-78922.43162,-78922.43162,0,0,0,1269829.009
26-11-2021,1350820.478,1000254.32,1550638.848,1350820.478,1350820.478,-81817.39797,-81817.39797,-81817.39797,-292.1125006,-292.1125006,-292.1125006,-81525.28547,-81525.28547,-81525.28547,0,0,0,1269003.08
27-11-2021,1350806.253,984023.0246,1528968.302,1350806.253,1350806.253,-95044.28514,-95044.28514,-95044.28514,-11988.13793,-11988.13793,-11988.13793,-83056.14721,-83056.14721,-83056.14721,0,0,0,1255761.968
28-11-2021,1350792.028,1007765.639,1525863.994,1350792.028,1350792.028,-85174.08307,-85174.08307,-85174.08307,-1693.699043,-1693.699043,-1693.699043,-83480.38403,-83480.38403,-83480.38403,0,0,0,1265617.945
29-11-2021,1350777.803,1027641.701,1551652.261,1350777.803,1350777.803,-59055.36139,-59055.36139,-59055.36139,23730.6029,23730.6029,23730.6029,-82785.96429,-82785.96429,-82785.96429,0,0,0,1291722.442
30-11-2021,1350763.578,1001426.843,1539056.775,1350763.578,1350763.578,-90873.25137,-90873.25137,-90873.25137,-9889.707126,-9889.707126,-9889.707126,-80983.54424,-80983.54424,-80983.54424,0,0,0,1259890.327
01-12-2021,1350749.354,1002998.702,1532894.265,1350749.354,1350749.354,-75889.68955,-75889.68955,-75889.68955,2216.315886,2216.315886,2216.315886,-78106.00543,-78106.00543,-78106.00543,0,0,0,1274859.664
02-12-2021,1350735.129,989607.8723,1558734.141,1350735.129,1350735.129,-76290.72534,-76290.72534,-76290.72534,-2083.262178,-2083.262178,-2083.262178,-74207.46316,-74207.46316,-74207.46316,0,0,0,1274444.404
03-12-2021,1350720.904,1013376.402,1562682.687,1350720.904,1350720.904,-69653.89235,-69653.89235,-69653.89235,-292.1125005,-292.1125005,-292.1125005,-69361.77985,-69361.77985,-69361.77985,0,0,0,1281067.012
04-12-2021,1350706.679,1024321.54,1540779.611,1350706.679,1350706.679,-75648.76757,-75648.76757,-75648.76757,-11988.13793,-11988.13793,-11988.13793,-63660.62964,-63660.62964,-63660.62964,0,0,0,1275057.912
05-12-2021,1350692.455,1024445.324,1549487.169,1350692.455,1350692.455,-58904.87065,-58904.87065,-58904.87065,-1693.699043,-1693.699043,-1693.699043,-57211.1716,-57211.1716,-57211.1716,0,0,0,1291787.584
06-12-2021,1350678.23,1066213.307,1595727.258,1350678.23,1350678.23,-26402.79514,-26402.79514,-26402.79514,23730.6029,23730.6029,23730.6029,-50133.39804,-50133.39804,-50133.39804,0,0,0,1324275.435
07-12-2021,1350664.005,1021902.522,1559072.678,1350664.005,1350664.005,-52446.93886,-52446.93886,-52446.93886,-9889.707126,-9889.707126,-9889.707126,-42557.23173,-42557.23173,-42557.23173,0,0,0,1298217.066
08-12-2021,1350649.78,1057065.143,1581516.362,1350649.78,1350649.78,-32403.13531,-32403.13531,-32403.13531,2216.315886,2216.315886,2216.315886,-34619.4512,-34619.4512,-34619.4512,0,0,0,1318246.645
09-12-2021,1350635.555,1060082.985,1592332.097,1350635.555,1350635.555,-28543.78804,-28543.78804,-28543.78804,-2083.262178,-2083.262178,-2083.262178,-26460.52586,-26460.52586,-26460.52586,0,0,0,1322091.767
10-12-2021,1350621.331,1058612.499,1606950.851,1350621.331,1350621.331,-18513.55624,-18513.55624,-18513.55624,-292.1125006,-292.1125006,-292.1125006,-18221.44374,-18221.44374,-18221.44374,0,0,0,1332107.774
11-12-2021,1350607.106,1077749.889,1591541.25,1350607.106,1350607.106,-22028.75059,-22028.75059,-22028.75059,-11988.13793,-11988.13793,-11988.13793,-10040.61266,-10040.61266,-10040.61266,0,0,0,1328578.355
12-12-2021,1350592.881,1079961.944,1645742.977,1350592.881,1350592.881,-3744.611185,-3744.611185,-3744.611185,-1693.699043,-1693.699043,-1693.699043,-2050.912142,-2050.912142,-2050.912142,0,0,0,1346848.27
13-12-2021,1350578.656,1089057.353,1628183.863,1350578.656,1350578.656,29353.63549,29353.63549,29353.63549,23730.6029,23730.6029,23730.6029,5623.032591,5623.032591,5623.032591,0,0,0,1379932.292
14-12-2021,1350564.432,1075303.654,1640087.987,1350564.432,1350564.432,2977.583693,2977.583693,2977.583693,-9889.707126,-9889.707126,-9889.707126,12867.29082,12867.29082,12867.29082,0,0,0,1353542.015
15-12-2021,1350550.207,1084710.655,1642054.541,1350550.207,1350550.207,21797.0421,21797.0421,21797.0421,2216.315886,2216.315886,2216.315886,19580.72621,19580.72621,19580.72621,0,0,0,1372347.249
16-12-2021,1350535.982,1086890.325,1624930.542,1350535.982,1350535.982,23593.45032,23593.45032,23593.45032,-2083.262178,-2083.262178,-2083.262178,25676.71249,25676.71249,25676.71249,0,0,0,1374129.432
17-12-2021,1350521.757,1095488.526,1651289.55,1350521.757,1350521.757,30792.31991,30792.31991,30792.31991,-292.1125006,-292.1125006,-292.1125006,31084.43241,31084.43241,31084.43241,0,0,0,1381314.077
18-12-2021,1350507.532,1130384.542,1640033.604,1350507.532,1350507.532,23761.60191,23761.60191,23761.60191,-11988.13793,-11988.13793,-11988.13793,35749.73984,35749.73984,35749.73984,0,0,0,1374269.134
19-12-2021,1350493.308,1127597.518,1640946.755,1350493.308,1350493.308,37941.87813,37941.87813,37941.87813,-1693.699043,-1693.699043,-1693.699043,39635.57717,39635.57717,39635.57717,0,0,0,1388435.186
20-12-2021,1350479.083,1169695.666,1693342.624,1350479.083,1350479.083,66452.5554,66452.5554,66452.5554,23730.6029,23730.6029,23730.6029,42721.95251,42721.95251,42721.95251,0,0,0,1416931.638
21-12-2021,1350464.858,1116326.165,1655213.914,1350464.858,1350464.858,35115.78617,35115.78617,35115.78617,-9889.707126,-9889.707126,-9889.707126,45005.49329,45005.49329,45005.49329,0,0,0,1385580.644
22-12-2021,1350450.633,1130250.377,1673373.161,1350450.633,1350450.633,48714.91993,48714.91993,48714.91993,2216.315886,2216.315886,2216.315886,46498.60404,46498.60404,46498.60404,0,0,0,1399165.553
23-12-2021,1350436.409,1137168.777,1648594.052,1350436.409,1350436.409,45145.00384,45145.00384,45145.00384,-2083.262178,-2083.262178,-2083.262178,47228.26602,47228.26602,47228.26602,0,0,0,1395581.412
24-12-2021,1350422.184,1154304.019,1668964.624,1350422.184,1350422.184,46942.41311,46942.41311,46942.41311,-292.1125006,-292.1125006,-292.1125006,47234.52561,47234.52561,47234.52561,0,0,0,1397364.597
25-12-2021,1350407.959,1113351.747,1640592.09,1350407.959,1350407.959,34580.58731,34580.58731,34580.58731,-11988.13793,-11988.13793,-11988.13793,46568.72524,46568.72524,46568.72524,0,0,0,1384988.546
26-12-2021,1350393.734,1154603.925,1656777.943,1350393.734,1350393.734,43597.83747,43597.83747,43597.83747,-1693.699043,-1693.699043,-1693.699043,45291.53652,45291.53652,45291.53652,0,0,0,1393991.572
27-12-2021,1350379.509,1145377.659,1680159.691,1350379.509,1350379.509,67201.46142,67201.46142,67201.46142,23730.6029,23730.6029,23730.6029,43470.85852,43470.85852,43470.85852,0,0,0,1417580.971
28-12-2021,1350365.285,1116034.139,1654151.339,1350365.285,1350365.285,31289.93929,31289.93929,31289.93929,-9889.707126,-9889.707126,-9889.707126,41179.64642,41179.64642,41179.64642,0,0,0,1381655.224
29-12-2021,1350351.06,1129579.235,1670420.739,1350351.06,1350351.06,40710.05095,40710.05095,40710.05095,2216.315886,2216.315886,2216.315886,38493.73506,38493.73506,38493.73506,0,0,0,1391061.111
30-12-2021,1350336.835,1127405.284,1672526.516,1350336.835,1350336.835,33406.45819,33406.45819,33406.45819,-2083.262178,-2083.262178,-2083.262178,35489.72036,35489.72036,35489.72036,0,0,0,1383743.293
31-12-2021,1350322.61,1142750.245,1668943.495,1350322.61,1350322.61,31950.84482,31950.84482,31950.84482,-292.1125007,-292.1125007,-292.1125007,32242.95732,32242.95732,32242.95732,0,0,0,1382273.455
01-01-2022,1350308.385,1110136.111,1655172.469,1350308.385,1350308.385,16837.59024,16837.59024,16837.59024,-11988.13793,-11988.13793,-11988.13793,28825.72817,28825.72817,28825.72817,0,0,0,1367145.976
02-01-2022,1350294.161,1100182.749,1656598.707,1350294.161,1350294.161,23611.92815,23611.92815,23611.92815,-1693.699043,-1693.699043,-1693.699043,25305.62719,25305.62719,25305.62719,0,0,0,1373906.089
03-01-2022,1350279.936,1120905.016,1665045.206,1350279.936,1350279.936,45474.80344,45474.80344,45474.80344,23730.6029,23730.6029,23730.6029,21744.20054,21744.20054,21744.20054,0,0,0,1395754.739
04-01-2022,1350265.711,1121266.007,1638528.618,1350265.711,1350265.711,8306.163526,8306.163526,8306.163526,-9889.707126,-9889.707126,-9889.707126,18195.87065,18195.87065,18195.87065,0,0,0,1358571.875
05-01-2022,1350251.486,1113252.324,1633360.49,1350251.486,1350251.486,16923.48051,16923.48051,16923.48051,2216.315886,2216.315886,2216.315886,14707.16462,14707.16462,14707.16462,0,0,0,1367174.967
06-01-2022,1350237.262,1105764.317,1616728.566,1350237.262,1350237.262,9232.994302,9232.994302,9232.994302,-2083.262178,-2083.262178,-2083.262178,11316.25648,11316.25648,11316.25648,0,0,0,1359470.256
07-01-2022,1350223.037,1104912.007,1627858.171,1350223.037,1350223.037,7760.710261,7760.710261,7760.710261,-292.1125006,-292.1125006,-292.1125006,8052.822762,8052.822762,8052.822762,0,0,0,1357983.747
08-01-2022,1350208.812,1079386.107,1602511.939,1350208.812,1350208.812,-7049.936823,-7049.936823,-7049.936823,-11988.13793,-11988.13793,-11988.13793,4938.20111,4938.20111,4938.20111,0,0,0,1343158.875
09-01-2022,1350194.587,1082693.946,1620983.024,1350194.587,1350194.587,292.1334396,292.1334396,292.1334396,-1693.699043,-1693.699043,-1693.699043,1985.832483,1985.832483,1985.832483,0,0,0,1350486.721
10-01-2022,1350180.362,1095837.306,1634846.682,1350180.362,1350180.362,22932.56184,22932.56184,22932.56184,23730.6029,23730.6029,23730.6029,-798.041053,-798.041053,-798.041053,0,0,0,1373112.924
11-01-2022,1350166.138,1083306.61,1610383.003,1350166.138,1350166.138,-13303.16533,-13303.16533,-13303.16533,-9889.707126,-9889.707126,-9889.707126,-3413.458208,-3413.458208,-3413.458208,0,0,0,1336862.972
12-01-2022,1350151.913,1099941.407,1607070.163,1350151.913,1350151.913,-3649.325556,-3649.325556,-3649.325556,2216.315886,2216.315886,2216.315886,-5865.641441,-5865.641441,-5865.641441,0,0,0,1346502.587
13-01-2022,1350137.688,1076340.64,1625378.689,1350137.688,1350137.688,-10247.02923,-10247.02923,-10247.02923,-2083.262178,-2083.262178,-2083.262178,-8163.767057,-8163.767057,-8163.767057,0,0,0,1339890.659
14-01-2022,1350123.463,1059622.938,1593204.549,1350123.463,1350123.463,-10611.76408,-10611.76408,-10611.76408,-292.1125006,-292.1125006,-292.1125006,-10319.65158,-10319.65158,-10319.65158,0,0,0,1339511.699
15-01-2022,1350109.239,1069299.531,1572687.889,1350109.239,1350109.239,-24334.54297,-24334.54297,-24334.54297,-11988.13793,-11988.13793,-11988.13793,-12346.40504,-12346.40504,-12346.40504,0,0,0,1325774.696
16-01-2022,1350095.014,1052431.228,1609890.782,1350095.014,1350095.014,-15950.80072,-15950.80072,-15950.80072,-1693.699043,-1693.699043,-1693.699043,-14257.10168,-14257.10168,-14257.10168,0,0,0,1334144.214
17-01-2022,1350080.79,1087934.806,1624902.603,1350080.79,1350080.79,7667.086157,7667.086157,7667.086157,23730.6029,23730.6029,23730.6029,-16063.51674,-16063.51674,-16063.51674,0,0,0,1357747.876
18-01-2022,1350066.565,1068465.487,1580379.93,1350066.565,1350066.565,-27664.68205,-27664.68205,-27664.68205,-9889.707126,-9889.707126,-9889.707126,-17774.97492,-17774.97492,-17774.97492,0,0,0,1322401.883
19-01-2022,1350052.341,1074785.976,1594004.194,1350052.341,1350052.341,-17181.03526,-17181.03526,-17181.03526,2216.315886,2216.315886,2216.315886,-19397.35114,-19397.35114,-19397.35114,0,0,0,1332871.305
20-01-2022,1350038.116,1062523.255,1599534.67,1350038.116,1350038.116,-23015.5208,-23015.5208,-23015.5208,-2083.262178,-2083.262178,-2083.262178,-20932.25862,-20932.25862,-20932.25862,0,0,0,1327022.595
21-01-2022,1350023.892,1051719.367,1587737.233,1350023.892,1350023.892,-22668.56465,-22668.56465,-22668.56465,-292.1125006,-292.1125006,-292.1125006,-22376.45215,-22376.45215,-22376.45215,0,0,0,1327355.327
22-01-2022,1350009.667,1030947.945,1574271.388,1350009.667,1350009.667,-35709.60484,-35709.60484,-35709.60484,-11988.13793,-11988.13793,-11988.13793,-23721.46691,-23721.46691,-23721.46691,0,0,0,1314300.062
23-01-2022,1349995.443,1061774.388,1596268.899,1349995.443,1349995.443,-26647.20367,-26647.20367,-26647.20367,-1693.699043,-1693.699043,-1693.699043,-24953.50463,-24953.50463,-24953.50463,0,0,0,1323348.239
24-01-2022,1349981.218,1079756.825,1610679.74,1349981.218,1349981.218,-2322.967866,-2322.967866,-2322.967866,23730.6029,23730.6029,23730.6029,-26053.57076,-26053.57076,-26053.57076,0,0,0,1347658.25
25-01-2022,1349966.993,1041713.667,1600535.686,1349966.993,1349966.993,-36887.56446,-36887.56446,-36887.56446,-9889.707126,-9889.707126,-9889.707126,-26997.85734,-26997.85734,-26997.85734,0,0,0,1313079.429
26-01-2022,1349952.769,1058652.837,1580430.622,1349952.769,1349952.769,-25542.04238,-25542.04238,-25542.04238,2216.315886,2216.315886,2216.315886,-27758.35827,-27758.35827,-27758.35827,0,0,0,1324410.727
27-01-2022,1349938.544,1052990.174,1592405.541,1349938.544,1349938.544,-30386.95804,-30386.95804,-30386.95804,-2083.262178,-2083.262178,-2083.262178,-28303.69586,-28303.69586,-28303.69586,0,0,0,1319551.586
28-01-2022,1349924.32,1065883.791,1613980.389,1349924.32,1349924.32,-28892.24282,-28892.24282,-28892.24282,-292.1125006,-292.1125006,-292.1125006,-28600.13032,-28600.13032,-28600.13032,0,0,0,1321032.077
29-01-2022,1349910.095,1038037.561,1576751.182,1349910.095,1349910.095,-40600.85613,-40600.85613,-40600.85613,-11988.13793,-11988.13793,-11988.13793,-28612.7182,-28612.7182,-28612.7182,0,0,0,1309309.239
30-01-2022,1349895.871,1065214.744,1578806.15,1349895.871,1349895.871,-30000.2794,-30000.2794,-30000.2794,-1693.699043,-1693.699043,-1693.699043,-28306.58035,-28306.58035,-28306.58035,0,0,0,1319895.591
31-01-2022,1349881.646,1084038.022,1619402.255,1349881.646,1349881.646,-3917.634125,-3917.634125,-3917.634125,23730.6029,23730.6029,23730.6029,-27648.23702,-27648.23702,-27648.23702,0,0,0,1345964.012
01-02-2022,1349867.422,1034970.846,1578240.999,1349867.422,1349867.422,-36496.67187,-36496.67187,-36496.67187,-9889.707126,-9889.707126,-9889.707126,-26606.96474,-26606.96474,-26606.96474,0,0,0,1313370.75
02-02-2022,1349853.197,1048882.014,1588240.782,1349853.197,1349853.197,-22939.81365,-22939.81365,-22939.81365,2216.315886,2216.315886,2216.315886,-25156.12954,-25156.12954,-25156.12954,0,0,0,1326913.384
03-02-2022,1349838.973,1068105.302,1588803.424,1349838.973,1349838.973,-25357.7134,-25357.7134,-25357.7134,-2083.262178,-2083.262178,-2083.262178,-23274.45122,-23274.45122,-23274.45122,0,0,0,1324481.259
04-02-2022,1349824.748,1064315.618,1586487.088,1349824.748,1349824.748,-21239.2683,-21239.2683,-21239.2683,-292.1125006,-292.1125006,-292.1125006,-20947.1558,-20947.1558,-20947.1558,0,0,0,1328585.48
05-02-2022,1349810.524,1056706.834,1564334.614,1349810.524,1349810.524,-30155.11436,-30155.11436,-30155.11436,-11988.13793,-11988.13793,-11988.13793,-18166.97642,-18166.97642,-18166.97642,0,0,0,1319655.409
06-02-2022,1349796.299,1082294.315,1600041.67,1349796.299,1349796.299,-16628.66713,-16628.66713,-16628.66713,-1693.699043,-1693.699043,-1693.699043,-14934.96809,-14934.96809,-14934.96809,0,0,0,1333167.632
07-02-2022,1349782.075,1100321.437,1629067.971,1349782.075,1349782.075,12469.49618,12469.49618,12469.49618,23730.6029,23730.6029,23730.6029,-11261.10672,-11261.10672,-11261.10672,0,0,0,1362251.571
08-02-2022,1349767.85,1067758.49,1588174.24,1349767.85,1349767.85,-17054.35743,-17054.35743,-17054.35743,-9889.707126,-9889.707126,-9889.707126,-7164.650306,-7164.650306,-7164.650306,0,0,0,1332713.493
09-02-2022,1349753.626,1092832.48,1615590.777,1349753.626,1349753.626,-457.9308531,-457.9308531,-457.9308531,2216.315886,2216.315886,2216.315886,-2674.246739,-2674.246739,-2674.246739,0,0,0,1349295.695
10-02-2022,1349739.401,1064072.641,1597770.518,1349739.401,1349739.401,88.95699025,88.95699025,88.95699025,-2083.262178,-2083.262178,-2083.262178,2172.219169,2172.219169,2172.219169,0,0,0,1349828.358
11-02-2022,1349725.176,1097417.039,1620828.093,1349725.176,1349725.176,7035.926463,7035.926463,7035.926463,-292.1125006,-292.1125006,-292.1125006,7328.038964,7328.038964,7328.038964,0,0,0,1356761.103
12-02-2022,1349710.952,1100056.627,1599603.455,1349710.952,1349710.952,750.2079388,750.2079388,750.2079388,-11988.13793,-11988.13793,-11988.13793,12738.34587,12738.34587,12738.34587,0,0,0,1350461.16
13-02-2022,1349696.727,1118591.625,1662973.349,1349696.727,1349696.727,16647.31713,16647.31713,16647.31713,-1693.699043,-1693.699043,-1693.699043,18341.01618,18341.01618,18341.01618,0,0,0,1366344.045
14-02-2022,1349682.503,1117867.528,1669465.372,1349682.503,1349682.503,47798.38653,47798.38653,47798.38653,23730.6029,23730.6029,23730.6029,24067.78364,24067.78364,24067.78364,0,0,0,1397480.889
15-02-2022,1349668.278,1102188.654,1638286.352,1349668.278,1349668.278,19955.83043,19955.83043,19955.83043,-9889.707126,-9889.707126,-9889.707126,29845.53755,29845.53755,29845.53755,0,0,0,1369624.109
16-02-2022,1349654.054,1123401.585,1651690.27,1349654.054,1349654.054,37814.08553,37814.08553,37814.08553,2216.315886,2216.315886,2216.315886,35597.76965,35597.76965,35597.76965,0,0,0,1387468.139
17-02-2022,1349639.829,1114928.778,1647353.294,1349639.829,1349639.829,39162.86841,39162.86841,39162.86841,-2083.262178,-2083.262178,-2083.262178,41246.13059,41246.13059,41246.13059,0,0,0,1388802.698
18-02-2022,1349625.605,1137052.534,1659568.528,1349625.605,1349625.605,46419.94132,46419.94132,46419.94132,-292.1125006,-292.1125006,-292.1125006,46712.05382,46712.05382,46712.05382,0,0,0,1396045.546
19-02-2022,1349611.38,1146376.88,1637767.82,1349611.38,1349611.38,39930.26461,39930.26461,39930.26461,-11988.13793,-11988.13793,-11988.13793,51918.40254,51918.40254,51918.40254,0,0,0,1389541.645
20-02-2022,1349597.156,1135257.993,1657580.451,1349597.156,1349597.156,55097.396,55097.396,55097.396,-1693.699043,-1693.699043,-1693.699043,56791.09504,56791.09504,56791.09504,0,0,0,1404694.552
21-02-2022,1349582.931,1175176.195,1706342.222,1349582.931,1349582.931,84991.2675,84991.2675,84991.2675,23730.6029,23730.6029,23730.6029,61260.6646,61260.6646,61260.6646,0,0,0,1434574.199
22-02-2022,1349568.707,1139928.986,1697552.273,1349568.707,1349568.707,55374.00506,55374.00506,55374.00506,-9889.707126,-9889.707126,-9889.707126,65263.71218,65263.71218,65263.71218,0,0,0,1404942.712
23-02-2022,1349554.482,1167583.979,1677750.679,1349554.482,1349554.482,70960.5293,70960.5293,70960.5293,2216.315886,2216.315886,2216.315886,68744.21341,68744.21341,68744.21341,0,0,0,1420515.011
24-02-2022,1349540.258,1153543.693,1667919.425,1349540.258,1349540.258,69571.38384,69571.38384,69571.38384,-2083.262178,-2083.262178,-2083.262178,71654.64602,71654.64602,71654.64602,0,0,0,1419111.641
25-02-2022,1349526.033,1162865.914,1675320.943,1349526.033,1349526.033,73664.79668,73664.79668,73664.79668,-292.1125006,-292.1125006,-292.1125006,73956.90919,73956.90919,73956.90919,0,0,0,1423190.83
26-02-2022,1349511.809,1148215.779,1664143.045,1349511.809,1349511.809,63634.87455,63634.87455,63634.87455,-11988.13793,-11988.13793,-11988.13793,75623.01248,75623.01248,75623.01248,0,0,0,1413146.683
27-02-2022,1349497.584,1151143.583,1706385.157,1349497.584,1349497.584,74941.81997,74941.81997,74941.81997,-1693.699043,-1693.699043,-1693.699043,76635.51901,76635.51901,76635.51901,0,0,0,1424439.404
28-02-2022,1349483.36,1199218.904,1700060.706,1349483.36,1349483.36,100718.3373,100718.3373,100718.3373,23730.6029,23730.6029,23730.6029,76987.73441,76987.73441,76987.73441,0,0,0,1450201.697
01-03-2022,1349469.135,1165683.21,1692829.592,1349469.135,1349469.135,66793.93371,66793.93371,66793.93371,-9889.707126,-9889.707126,-9889.707126,76683.64083,76683.64083,76683.64083,0,0,0,1416263.069
02-03-2022,1349454.91,1169614.967,1701910.162,1349454.91,1349454.91,77953.89816,77953.89816,77953.89816,2216.315886,2216.315886,2216.315886,75737.58227,75737.58227,75737.58227,0,0,0,1427408.809
03-03-2022,1349440.686,1152223.722,1675006.494,1349440.686,1349440.686,72090.45237,72090.45237,72090.45237,-2083.262178,-2083.262178,-2083.262178,74173.71455,74173.71455,74173.71455,0,0,0,1421531.138
04-03-2022,1349426.461,1136976.85,1677854.94,1349426.461,1349426.461,71733.12736,71733.12736,71733.12736,-292.1125006,-292.1125006,-292.1125006,72025.23986,72025.23986,72025.23986,0,0,0,1421159.589
05-03-2022,1349412.237,1142565.496,1664259.302,1349412.237,1349412.237,57345.31345,57345.31345,57345.31345,-11988.13793,-11988.13793,-11988.13793,69333.45138,69333.45138,69333.45138,0,0,0,1406757.55
06-03-2022,1349398.012,1164730.631,1675461.796,1349398.012,1349398.012,64452.91956,64452.91956,64452.91956,-1693.699043,-1693.699043,-1693.699043,66146.6186,66146.6186,66146.6186,0,0,0,1413850.932
07-03-2022,1349383.788,1172278.394,1711506.651,1349383.788,1349383.788,86249.35059,86249.35059,86249.35059,23730.6029,23730.6029,23730.6029,62518.74769,62518.74769,62518.74769,0,0,0,1435633.138
08-03-2022,1349369.563,1138119.843,1650761.204,1349369.563,1349369.563,48618.54718,48618.54718,48618.54718,-9889.707126,-9889.707126,-9889.707126,58508.2543,58508.2543,58508.2543,0,0,0,1397988.11
09-03-2022,1349355.339,1146784.298,1665719.51,1349355.339,1349355.339,56392.90338,56392.90338,56392.90338,2216.315886,2216.315886,2216.315886,54176.58749,54176.58749,54176.58749,0,0,0,1405748.242
10-03-2022,1349341.114,1109768.475,1662181.422,1349341.114,1349341.114,47503.58201,47503.58201,47503.58201,-2083.262178,-2083.262178,-2083.262178,49586.84419,49586.84419,49586.84419,0,0,0,1396844.696
11-03-2022,1349326.89,1111564.949,1646865.337,1349326.89,1349326.89,44510.30007,44510.30007,44510.30007,-292.1125007,-292.1125007,-292.1125007,44802.41257,44802.41257,44802.41257,0,0,0,1393837.19
12-03-2022,1349312.665,1109257.737,1637732.556,1349312.665,1349312.665,27897.54287,27897.54287,27897.54287,-11988.13793,-11988.13793,-11988.13793,39885.6808,39885.6808,39885.6808,0,0,0,1377210.208
13-03-2022,1349298.441,1103820.709,1640274.967,1349298.441,1349298.441,33203.14558,33203.14558,33203.14558,-1693.699043,-1693.699043,-1693.699043,34896.84463,34896.84463,34896.84463,0,0,0,1382501.586
14-03-2022,1349284.216,1145142.367,1676812.993,1349284.216,1349284.216,53623.44594,53623.44594,53623.44594,23730.6029,23730.6029,23730.6029,29892.84304,29892.84304,29892.84304,0,0,0,1402907.662
15-03-2022,1349269.992,1094714.127,1637743.71,1349269.992,1349269.992,15036.73951,15036.73951,15036.73951,-9889.707126,-9889.707126,-9889.707126,24926.44664,24926.44664,24926.44664,0,0,0,1364306.731
16-03-2022,1349255.767,1112369.46,1630944.792,1349255.767,1349255.767,22261.83341,22261.83341,22261.83341,2216.315886,2216.315886,2216.315886,20045.51752,20045.51752,20045.51752,0,0,0,1371517.6
17-03-2022,1349241.542,1076543.576,1615285.489,1349241.542,1349241.542,13209.19149,13209.19149,13209.19149,-2083.262178,-2083.262178,-2083.262178,15292.45367,15292.45367,15292.45367,0,0,0,1362450.734
18-03-2022,1349227.318,1089849.38,1616750.804,1349227.318,1349227.318,10411.71195,10411.71195,10411.71195,-292.1125006,-292.1125006,-292.1125006,10703.82446,10703.82446,10703.82446,0,0,0,1359639.03
19-03-2022,1349213.093,1078258.926,1596036.769,1349213.093,1349213.093,-5677.940373,-5677.940373,-5677.940373,-11988.13793,-11988.13793,-11988.13793,6310.19756,6310.19756,6310.19756,0,0,0,1343535.153
20-03-2022,1349198.869,1090720.243,1617640.666,1349198.869,1349198.869,442.4522518,442.4522518,442.4522518,-1693.699043,-1693.699043,-1693.699043,2136.151295,2136.151295,2136.151295,0,0,0,1349641.321
21-03-2022,1349184.644,1128653.357,1628479.176,1349184.644,1349184.644,21931.06346,21931.06346,21931.06346,23730.6029,23730.6029,23730.6029,-1799.539434,-1799.539434,-1799.539434,0,0,0,1371115.708
22-03-2022,1349170.42,1048895.95,1599880.808,1349170.42,1349170.42,-15373.26787,-15373.26787,-15373.26787,-9889.707126,-9889.707126,-9889.707126,-5483.560742,-5483.560742,-5483.560742,0,0,0,1333797.152
